Identifier	Character	Dialogue	Filename	Line Number
Chapter3_ac4d9261		It scares me so much that I can't help but think about the past...	game/Chapter3.rpy	220
Chapter3_28c6a3a3		But after hearing his story. It's like, my past is nothing compared to his.	game/Chapter3.rpy	221
Chapter3_4a424fdc		It might be hard at first but I think it's about time I tried getting used to being alone.	game/Chapter3.rpy	222
Chapter3_73989670		Since it's going to happen sooner or later anyway.	game/Chapter3.rpy	223
Chapter3_b15266d1	mc	Hmmm....	game/Chapter3.rpy	225
Chapter3_73dd760c	mc	Well.	game/Chapter3.rpy	232
Chapter3_0d312fe1	mc	Now that I've got all the time in the world...	game/Chapter3.rpy	233
Chapter3_cf1bbfc8	mc	What should I do now?	game/Chapter3.rpy	234
Chapter3_db1a6d32		I better find something to keep my thoughts occupied.	game/Chapter3.rpy	235
Chapter3_c38d46ad	mc	First things first, I gotta keep my energy up.\n	game/Chapter3.rpy	242
Chapter3_811f29df	extend	So...	game/Chapter3.rpy	243
Chapter3_1cba608b	mc	There seems to be some fruit left over. I guess I could eat some of those.	game/Chapter3.rpy	250
Chapter3_29cd6440	mc	But the pineapple would require some work to open it.	game/Chapter3.rpy	258
Chapter3_c13f2126	mc	There's two mangos here and a pear...	game/Chapter3.rpy	259
Chapter3_6ae01109	mc	Guess a mango and pear would do for now.	game/Chapter3.rpy	260
Chapter3_8cd55520		As I sat there in comfort eating the sweet fruits and enjoying every bite.	game/Chapter3.rpy	267
Chapter3_28c81ae2		I wondered to myself what Goro was doing.	game/Chapter3.rpy	268
Chapter3_f6472380		Ever since I met him. I've noticed that he seems to go off by himself.	game/Chapter3.rpy	269
Chapter3_8fea2db2	mc	Hmm...	game/Chapter3.rpy	270
Chapter3_3fe4d2c4		No use thinking about what he's up to. I don't think I could ever find out just by guessing.	game/Chapter3.rpy	271
Chapter3_4ab440f2		I finished up by taking one last bite on the fruit.	game/Chapter3.rpy	272
Chapter3_604a916e		Well, that wasn't so bad at all. Although I think I'm slowly being converted into a vegetarian.	game/Chapter3.rpy	273
Chapter3_e23b69e0		Now that I think about it... maybe I should get myself some fish for tonight.	game/Chapter3.rpy	274
Chapter3_96865640		After all, his grilled fish is a bit bland...	game/Chapter3.rpy	281
Chapter3_1af59c8a		Not that I'm complaining. Just that it could do with something extra...	game/Chapter3.rpy	282
Chapter3_06472276		I've already learnt how to catch a few so it shouldn't be a problem...	game/Chapter3.rpy	283
Chapter3_329f5294		The only question is what to do with it afterwards...	game/Chapter3.rpy	284
Chapter3_ef635018_1		... ... ...	game/Chapter3.rpy	285
Chapter3_770056d1		Oh!	game/Chapter3.rpy	292
Chapter3_f8fe2ea4		I just remembered, I think on one of the cooking channels I used to watch said something about making grilled fish with fruits...	game/Chapter3.rpy	293
Chapter3_9af9f510		If I'm not mistaken I could use pineapple and mango together.	game/Chapter3.rpy	294
Chapter3_11bedf1c		Hmm...	game/Chapter3.rpy	301
Chapter3_2f2e5679		I shouldn't have a problem prepping the mango...\n	game/Chapter3.rpy	302
Chapter3_267cb0ac		But the pineapple...	game/Chapter3.rpy	303
Chapter3_d077d573	extend	 I might need his help after all...	game/Chapter3.rpy	304
Chapter3_b739b5d5		Well for now I'll go and get some fish.	game/Chapter3.rpy	305
Chapter3_29c48523		Ah- but...	game/Chapter3.rpy	312
Chapter3_84e4702b	extend	 the snakes... 	game/Chapter3.rpy	313
Chapter3_3950330b		Sigh...	game/Chapter3.rpy	320
Chapter3_0a24c637		What should I do? 	game/Chapter3.rpy	321
Chapter3_52382567		I could go but it might be dangerous...	game/Chapter3.rpy	322
Chapter3_7b0e2ae8		Argh... this is frustrating...	game/Chapter3.rpy	323
Chapter3_280a22cb		Right I've decided!	game/Chapter3.rpy	330
Chapter3_cbb8992e		I'll go before he gets back!	game/Chapter3.rpy	331
Chapter3_d91458f0	mc	Phew...	game/Chapter3.rpy	354
Chapter3_2df9872b	mc	Made it here in one piece.	game/Chapter3.rpy	355
Chapter3_386cccfb	mc	I better make this quick. First, a big heavy rock.	game/Chapter3.rpy	362
Chapter3_fb7c938a	mc	This one will do.	game/Chapter3.rpy	369
Chapter3_5af1260d	mc	Hnfff!	game/Chapter3.rpy	370
Chapter3_b56046b2	mc	This is really heavy!	game/Chapter3.rpy	371
Chapter3_7370eb3a		I tried to balance myself as I picked up the rock trying to not topple over.	game/Chapter3.rpy	376
Chapter3_18d1cf04	mc	Huff...	game/Chapter3.rpy	377
Chapter3_307853a4	mc	How in the...	game/Chapter3.rpy	378
Chapter3_72a577bd	extend	 world does he...	game/Chapter3.rpy	379
Chapter3_0fb76989	extend	 lift this...	game/Chapter3.rpy	380
Chapter3_99ebca2f	extend	 and make it look...	game/Chapter3.rpy	381
Chapter3_699de06d	mc	Easy!!!	game/Chapter3.rpy	382
Chapter3_19d6660d		I pulled the rock towards me and lifted it up above my head.	game/Chapter3.rpy	384
Chapter3_18d1cf04_1	mc	Huff...	game/Chapter3.rpy	386
Chapter3_a3ef5b48	mc	Okay!	game/Chapter3.rpy	387
Chapter3_c99eef5e		Just aim at the rock over there at the river!	game/Chapter3.rpy	388
Chapter3_ff2d43dc		And toss it in!	game/Chapter3.rpy	389
Chapter3_6736ed1c		I mustered all the strength I can gather and I threw it in.	game/Chapter3.rpy	390
Chapter3_decb7d43	mc	Haaa....	game/Chapter3.rpy	397
Chapter3_5abdccd6	mc	That was though...	game/Chapter3.rpy	398
Chapter3_27d3e354	mc	Did I hit it?	game/Chapter3.rpy	405
Chapter3_d9263def		I stood there waiting, watching to see if any fishes would come up.	game/Chapter3.rpy	406
Chapter3_de33a75d	mc	It's no good... maybe I didn't do it properly...	game/Chapter3.rpy	413
Chapter3_582359ea	mc	Hm?	game/Chapter3.rpy	414
Chapter3_f357d08f		As soon as I was about to give up. I noticed a few fishes had floated to the surface of the water.	game/Chapter3.rpy	416
Chapter3_c7d39ebc	mc	I guess hard work does pay off.	game/Chapter3.rpy	423
Chapter3_c1aae592	mc	Hee hee.	game/Chapter3.rpy	424
Chapter3_2613d4b3		I pulled off a few big leaves nearby and left them on floor.	game/Chapter3.rpy	429
Chapter3_8584d744		With that done I got into the water and began collecting the fishes.	game/Chapter3.rpy	430
Chapter3_47e666cc		I placed them on the leaves I prepared and wrapped them up.	game/Chapter3.rpy	431
Chapter3_3bc58c73	mc	All done!	game/Chapter3.rpy	436
Chapter3_225e74bc	mc	Just need to hurry and get back.	game/Chapter3.rpy	437
Chapter3_d91458f0_1	mc	Phew...	game/Chapter3.rpy	467
Chapter3_22bca189		Got back here safe and sound.	game/Chapter3.rpy	468
Chapter3_1e54bb06		I can't believe the sun is setting already...	game/Chapter3.rpy	469
Chapter3_ac5e4297		Did it take me that long to get a few fishes?	game/Chapter3.rpy	470
Chapter3_07481fed		Then again it was a very long walk.	game/Chapter3.rpy	477
Chapter3_a4febff7		Good thing I got back before Goro did though.	game/Chapter3.rpy	478
Chapter3_442b3b7e		After all that walking around I sure worked up an appetite.	game/Chapter3.rpy	479
Chapter3_c446a6e3		I wonder if six is enough...	game/Chapter3.rpy	480
Chapter3_950d0020		As I pondered on how to prepare the fish, mango and pineapple.\n	game/Chapter3.rpy	485
Chapter3_e0198795		A large figure emerged from the forest.	game/Chapter3.rpy	486
Chapter3_3f871f46	mc	Hmm?	game/Chapter3.rpy	487
Chapter3_47bb817e	mc	Oh, welcome back!	game/Chapter3.rpy	492
Chapter3_cf78ee03	mc	I thought you wasn't coming back after sun...	game/Chapter3.rpy	493
Chapter3_78f76526	extend	 set...	game/Chapter3.rpy	494
Chapter3_13429132	mc	W-What happened to you!?	game/Chapter3.rpy	502
Chapter3_697d27a5	mc	What's with all those cuts and bruises?	game/Chapter3.rpy	503
Chapter3_cf1b1b56		I noticed he was also covered in leaves and bits of wood...	game/Chapter3.rpy	504
Chapter3_e0db77e5_1	g	... ... ...	game/Chapter3.rpy	506
Chapter3_8ed989de_1	g	Hmph...	game/Chapter3.rpy	513
Chapter3_ced8d810		What is he holding there?	game/Chapter3.rpy	520
Chapter3_1d191737	mc	Are those...	game/Chapter3.rpy	521
Chapter3_386e6276	extend	 eggs?	game/Chapter3.rpy	522
Chapter3_12545104	g	They are...	game/Chapter3.rpy	523
Chapter3_70931d00	extend	 and what of it?	game/Chapter3.rpy	524
Chapter3_0df696ea	mc	Did you...	game/Chapter3.rpy	526
Chapter3_e91d2cb0	extend	 by any chance, hurt yourself climbing up a tree to get those?	game/Chapter3.rpy	527
Chapter3_96a8d2ab_1	g	!	game/Chapter3.rpy	534
Chapter3_1fd6400a	g	Do you...	game/Chapter3.rpy	541
Chapter3_cdd3e532	extend	 want some...?	game/Chapter3.rpy	542
Chapter3_72c2580b		Did he go out of his way just to get those for me?	game/Chapter3.rpy	544
Chapter3_71cc1b25	mc	Yes please!	game/Chapter3.rpy	551
Chapter3_8aff053d	g	Bring me some firewood.	game/Chapter3.rpy	558
Chapter3_440cd363	mc	I'm on it!	game/Chapter3.rpy	559
Chapter3_39b7e3ff		It wasn't long before we sat around the warm fire he made.	game/Chapter3.rpy	570
Chapter3_5f7a1ced		I watched with excitment as he began cooking the eggs.	game/Chapter3.rpy	571
Chapter3_5d1bc3fb	mc	Oh that reminds me!	game/Chapter3.rpy	576
Chapter3_cb41ba54	mc	Could you...	game/Chapter3.rpy	583
Chapter3_944ef347	extend	 cut this pineapple open for me...	game/Chapter3.rpy	584
Chapter3_7daf1960	extend	 please?	game/Chapter3.rpy	585
Chapter3_ce053351	g	.. ... ...	game/Chapter3.rpy	590
Chapter3_fac6ce6f		He didn't say a word but held out his hand as if to tell me to give it to him.	game/Chapter3.rpy	591
Chapter3_b1aae362		I watched in anticipation, expecting him to cut the fruit with his claws. But instead he took out a sharp looking rock hidden within other rocks.	game/Chapter3.rpy	598
Chapter3_05500ff6	mc	Huh?	game/Chapter3.rpy	599
Chapter3_11c4bc7f	mc	You had a knife all this time?	game/Chapter3.rpy	600
Chapter3_a689f73e	g	It's not a knife. Just a rock I happened to sharpen over the years.	game/Chapter3.rpy	607
Chapter3_a3f01eb7	mc	That's pretty handy.	game/Chapter3.rpy	608
Chapter3_4e1d10d1		Slowly and accurately he cuts away the outer layer of the fruit until the flesh of the pineapple was all that's left.	game/Chapter3.rpy	609
Chapter3_e0db77e5_2	g	... ... ...	game/Chapter3.rpy	610
Chapter3_19f9d8c3	g	Here...	game/Chapter3.rpy	617
Chapter3_e9721ff3	mc	Thank you!	game/Chapter3.rpy	624
Chapter3_52c49f33	mc	Errm... is it okay for me to borrow that for a while?	game/Chapter3.rpy	631
Chapter3_e79ac69b		He paused and looked at me with concern unable to grasp the question I had asked.	game/Chapter3.rpy	638
Chapter3_a9125bca	g	Just don't try anything funny human!	game/Chapter3.rpy	645
Chapter3_c638fdcd		I guess a human holding something like this, brings back memories of his past too.	game/Chapter3.rpy	646
Chapter3_bb205247	mc	I won't...	game/Chapter3.rpy	653
Chapter3_85316314	g	Tch...	game/Chapter3.rpy	654
Chapter3_e0db77e5_3	g	... ... ...	game/Chapter3.rpy	655
Chapter3_2ab1c8f4		I took the fish I caught earlier and began cutting into it from the side.	game/Chapter3.rpy	661
Chapter3_7010ab5c		I'm sure this is the correct way of doing it. I just have to remember how it was done on T.V.	game/Chapter3.rpy	662
Chapter3_cd9a3e05		As I was preparing the fishes.	game/Chapter3.rpy	663
Chapter3_9a8f7787		I've noticed how Goro had took his eyes away from me.	game/Chapter3.rpy	664
Chapter3_6b13f042		He began focusing on the eggs that were sizzling by the fire.	game/Chapter3.rpy	665
Chapter3_631ff403		I removed the bones from the fish and began stuffing the inside with chunks of mango and pineapple.	game/Chapter3.rpy	666
Chapter3_f739f0b2		It wasn't long before he removed the eggs from the rock he was using as a hot plate.	game/Chapter3.rpy	667
Chapter3_6fab487a	mc	Is it alright for me to use that next?	game/Chapter3.rpy	672
Chapter3_0fa5ae14	mc	What are you planning human?	game/Chapter3.rpy	677
Chapter3_ac703854	mc	It's nothing special...	game/Chapter3.rpy	678
Chapter3_1342ab93	extend	 I thought I'd try cooking today.	game/Chapter3.rpy	679
Chapter3_236cad18		He didn't say anything but only nodded for approval. I placed the stuffed fishes on top of the rock and left it to cook.	game/Chapter3.rpy	686
Chapter3_38c7723f	mc	Umm... do you have anything I can use to turn this over with?	game/Chapter3.rpy	690
Chapter3_6f1d390d	mc	Otherwise the other side won't be cooked properly.	game/Chapter3.rpy	691
Chapter3_077c7dc2	g	Sigh...	game/Chapter3.rpy	698
Chapter3_4f524a88	g	This is getting troublesome.	game/Chapter3.rpy	699
Chapter3_4bbe5891	mc	Sorry...	game/Chapter3.rpy	706
Chapter3_3afdcf66	g	Just tell me when to turn them over.	game/Chapter3.rpy	707
Chapter3_a7f0cb25		The smell of cooked fish mixed with a fruity scent began to fill the air. For a moment I was sure I heard his stomach growl.	game/Chapter3.rpy	719
Chapter3_ada88060		Is that drool forming around his lips?	game/Chapter3.rpy	720
Chapter3_fed03ca2	mc	Ah!	game/Chapter3.rpy	725
Chapter3_4e3b0e95	mc	It's ready!	game/Chapter3.rpy	735
Chapter3_9fedaf09		I grabbed a big leaf I prepared earlier and scooped the freshly cooked fish onto it.	game/Chapter3.rpy	736
Chapter3_3dbd2a33	mc	Here!	game/Chapter3.rpy	738
Chapter3_4b876a86	mc	This is for you.	game/Chapter3.rpy	739
Chapter3_6ed14515	g	No, it's fine.	game/Chapter3.rpy	744
Chapter3_82bee6ec	g	I don't really...	game/Chapter3.rpy	745
Chapter3_e911a21e	mc	I can't eat all this by myself so...	game/Chapter3.rpy	752
Chapter3_7e094a58	mc	Either you eat it or I'll have to feed it to some wild animals in the forest.	game/Chapter3.rpy	759
Chapter3_34d065a2	g	F-Fine...	game/Chapter3.rpy	766
Chapter3_cfa7124a	g	If you insist.	game/Chapter3.rpy	767
Chapter3_5e302ff8	mc	Hehe.	game/Chapter3.rpy	769
Chapter3_e0db77e5_4	g	... ... ...	game/Chapter3.rpy	778
Chapter3_7ab8264f		He stared at the fish for a moment, unsure to what he was about to experience. Even so the smell was too captivating.	game/Chapter3.rpy	779
Chapter3_f36633fb		He took one large bite on the fish making sure not to spill the fillings inside.	game/Chapter3.rpy	780
Chapter3_e0db77e5_5	g	... ... ...	game/Chapter3.rpy	787
Chapter3_73412a0b	mc	S-So? 	game/Chapter3.rpy	794
Chapter3_a7f2f2e8	mc	How is it?	game/Chapter3.rpy	795
Chapter3_f93c4007		He hasn't stopped chewing since the first bite...	game/Chapter3.rpy	796
Chapter3_a930bbcd		Is it that bad?	game/Chapter3.rpy	797
Chapter3_65ee254c		As soon as he swallowed.	game/Chapter3.rpy	798
Chapter3_bafe5c34		He instantly took a few more bites out of the fish and then swallowed without hesitation.	game/Chapter3.rpy	799
Chapter3_1ad59eda	mc	W-Well?	game/Chapter3.rpy	800
Chapter3_afe0a0bf	g	It's...	game/Chapter3.rpy	801
Chapter3_0b2edfca	extend	 good...	game/Chapter3.rpy	810
Chapter3_d4666552		I don't think I've ever seen him smile like that before.\n	game/Chapter3.rpy	817
Chapter3_7e53e9a4	extend	I'm glad I put in the effort making this.	game/Chapter3.rpy	818
Chapter3_6b06920a	mc	I-Is it really!?	game/Chapter3.rpy	820
Chapter3_b865a478	g	Well.... 	game/Chapter3.rpy	821
Chapter3_0b6ff0c1	g	Why don't you try it yourself...	game/Chapter3.rpy	822
Chapter3_4890139f		At this point, I don't think I need to...\n	game/Chapter3.rpy	824
Chapter3_806bcbe1	extend	Just having him telling me it tastes good is more than enough. 	game/Chapter3.rpy	825
Chapter3_8e09e9bf		It felt refreshingly good, knowing that the meal I cooked was appreciated.	game/Chapter3.rpy	831
Chapter3_d52efcc5		It's been quite some time since I've done any cooking and for someone else...	game/Chapter3.rpy	832
Chapter3_934f3334		Still, the feeling of eating together tonight felt great. Silent as always but it was a completely different today.	game/Chapter3.rpy	833
Chapter3_8e791989	mc	Phew....	game/Chapter3.rpy	838
Chapter3_c2bb5d9f	mc	That was great.	game/Chapter3.rpy	839
Chapter3_e4857696	extend	 It was my first time making it too. 	game/Chapter3.rpy	840
Chapter3_d797a9d6	mc	And thank you for the eggs.	game/Chapter3.rpy	841
Chapter3_1fd6400a_1	g	Do you...	game/Chapter3.rpy	846
Chapter3_4e27d764	extend	 cook a lot? 	game/Chapter3.rpy	847
Chapter3_276c7069		This is a surprise. I think it's the first time he's actually wanting to talk and ask something about me.	game/Chapter3.rpy	848
Chapter3_a402f9e3	mc	Well, from time to time I guess. Although it's mainly for myself back at home.	game/Chapter3.rpy	857
Chapter3_1d673b7b	mc	But I'll admit the fish and fruits here are really something else.	game/Chapter3.rpy	864
Chapter3_ce6bc456	mc	They were extremely fresh and really tasty. I don't think I could ever get anything like that back at home.	game/Chapter3.rpy	865
Chapter3_98b2597f	mc	The fish especially. Was a lot of work getting those.	game/Chapter3.rpy	866
Chapter3_faa03e1a	mc	Haha.	game/Chapter3.rpy	867
Chapter3_e0db77e5_6	g	... ... ...	game/Chapter3.rpy	876
Chapter3_50512aad	mc	W-What's wrong?	game/Chapter3.rpy	883
Chapter3_4e5b7b90	g	Fish... 	game/Chapter3.rpy	885
Chapter3_64d1574f	g	So tell me something human...	game/Chapter3.rpy	886
Chapter3_f4c5c66d	extend	 where did you get these?	game/Chapter3.rpy	887
Chapter3_fed03ca2_1	mc	Ah!	game/Chapter3.rpy	894
Chapter3_7fb73906	g	You went to the waterfall!?	game/Chapter3.rpy	901
Chapter3_ad0764fc		Uh-oh...	game/Chapter3.rpy	903
Chapter3_b3308f0e	extend	 I forgot...	game/Chapter3.rpy	904
Chapter3_0e8a99d8	extend	 that promise we made during the day.	game/Chapter3.rpy	905
Chapter3_bc0e2b75	mc	Umm,	game/Chapter3.rpy	912
Chapter3_42ea00c4	extend	 yeah...	game/Chapter3.rpy	913
Chapter3_2808f413	g	Didn't I tell you not to go and do anything stupid human!	game/Chapter3.rpy	915
Chapter3_8dd87b91	mc	L-Look, it's alright...	game/Chapter3.rpy	922
Chapter3_0b06debc	g	It's not alright!	game/Chapter3.rpy	923
Chapter3_b03cb9cb	mc	Please don't be angry, I mean I made it back in one piece...	game/Chapter3.rpy	930
Chapter3_840f461d	g	I'm not angry!	game/Chapter3.rpy	932
Chapter3_7cdf5723	g	You broke our promise!	game/Chapter3.rpy	933
